gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,Log_TotalCharges,Log_MonthlyCharges,Monthly_to_Total_Ratio,total_services,streaming_services,is_auto_pay
Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.45,35.45,1,0-12,3.5959414584546674,3.5959414584546674,0.9725651577503429,1,1,0
Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.35,81.25,1,0-12,4.409763389645481,3.814410176561146,0.539209726443769,1,0,0
Female,0,0,0,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.7,1188.2,0,25-48,7.081036091123942,3.2846635654062037,0.02161116717120753,2,0,1
Female,0,0,0,23,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.0,1778.5,0,13-24,7.484087704950247,4.330733340286331,0.04214667041303737,2,0,1
Female,0,1,1,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,1277.75,0,49-72,7.153638317265837,3.054001181677967,0.015796676441837732,1,0,0
Male,0,0,1,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.6,1170.55,0,49-72,7.0660829373614416,3.0252910757955354,0.016729973112543213,1,0,0
Female,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,1,0-12,4.268997904375876,4.268997904375876,0.9860041987403779,1,0,0
Female,1,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.05,6425.65,0,49-72,8.768208686132068,4.489198009735671,0.013700761672099772,8,2,1
Female,0,0,0,8,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,71.15,563.65,1,0-12,6.33620607016968,4.27874728521988,0.12600726113521651,5,1,0
Female,0,1,0,61,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),101.05,5971.25,0,49-72,8.694879019805663,4.625462889255854,0.016919921302691616,5,2,1
Male,0,0,0,64,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),84.3,5289.05,0,49-72,8.573582976603518,4.446174454497633,0.015935577168457764,4,0,1
Male,1,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.95,1756.2,0,49-72,7.4714769121016245,3.2168738221975275,0.013629638060550876,2,0,1
Female,0,1,1,65,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),99.05,6416.7,0,49-72,8.766815077043479,4.605670061029742,0.015433878180656621,6,1,1
Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.6,61.35,0,0-12,4.132763672126045,3.0252910757955354,0.3143544506816359,1,0,0
Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.65,45.65,1,0-12,3.8426729272933526,3.8426729272933526,0.9785637727759914,1,0,0
Male,0,0,1,30,1,No,DSL,No,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),64.5,1929.95,0,25-48,7.565767388773753,4.182050142641207,0.033403247106346616,4,1,1
Male,0,1,1,15,1,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,69.5,1071.4,0,13-24,6.977654406361804,4.255612709818223,0.06480790749720253,5,1,0
Female,0,1,1,8,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,68.55,564.35,0,0-12,6.337445008381255,4.242045918369452,0.12125232157070841,4,2,0
Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.0,655.5,1,0-12,6.486922693742851,4.564348191467836,0.1447067783701447,4,2,0
Female,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),108.15,7930.55,0,49-72,8.97860375580645,4.692723082995953,0.01363541804565312,7,2,1
Male,0,1,1,62,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,86.1,5215.25,0,49-72,8.559534031905763,4.467056883858457,0.01650611071171819,7,2,0
Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,113.5,0,0-12,4.740574822994295,3.0301337002713233,0.1720524017467249,1,0,0
Female,0,1,1,14,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),80.9,1152.8,0,13-24,7.050816121822789,4.405498990859024,0.0701161379788525,2,1,1
Female,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),84.15,1821.95,0,13-24,7.508211346984919,4.444414407108697,0.04616144161935325,3,1,1
Male,0,1,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,419.9,0,13-24,6.042395275776525,3.0516399054922867,0.047873604181515796,1,0,0
Male,0,1,1,16,1,No,DSL,Yes,No,Yes,No,Yes,No,Two year,0,Mailed check,64.25,1024.0,0,13-24,6.932447891572509,4.178226046202803,0.06268292682926829,4,1,0
Male,0,0,0,10,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,251.6,0,0-12,5.531807209916391,3.2846635654062037,0.10174188440221694,2,0,1
Female,0,0,1,13,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,56.0,764.55,0,13-24,6.640594529751104,4.04305126783455,0.07315002285938214,3,0,0
Female,0,1,0,20,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,82.4,1592.35,1,13-24,7.37359399701373,4.423648309364701,0.05171494022029059,3,0,0
Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,135.2,0,0-12,4.9141243937154115,4.258445572902527,0.511747430249633,1,0,0
Male,0,0,0,53,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),73.9,3958.25,0,49-72,8.283809892371835,4.316153890523174,0.018665151228136643,6,1,1
Female,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.6,233.9,0,0-12,5.459159891664867,3.0726933146901194,0.08769689229459345,1,0,0
Male,0,1,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,1363.45,0,49-72,7.2185066960178625,3.039749158970765,0.014584631170068524,1,0,0
Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.9,273.0,1,0-12,5.6131281063880705,4.275276264727001,0.2587591240875913,1,0,1
Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),89.05,6254.45,0,49-72,8.741208362759322,4.500365071621965,0.014235586568512258,8,2,1
Male,1,1,0,58,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,45.3,2651.2,1,49-72,7.883144763243498,3.835141961092188,0.017080159867279995,3,1,0
Female,0,1,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.4,321.4,0,13-24,5.775793010632473,3.0633909220278057,0.06327543424317618,1,0,0
Male,0,1,0,43,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),84.25,3539.25,0,25-48,8.171952625103168,4.445588116163626,0.023797754395875996,4,0,1
Female,0,1,0,2,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.4,242.8,1,0-12,5.496348217047172,4.657762636107262,0.42821985233798193,6,2,0
Male,0,1,0,14,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,81.95,1181.75,0,13-24,7.075597514511258,4.418238016636454,0.06928767702388501,6,2,0
Female,0,1,0,53,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),94.85,5000.2,1,49-72,8.517433162620845,4.562784469491653,0.01896544829240982,4,2,1
Female,0,0,0,32,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.55,654.55,0,25-48,6.485474577945411,3.070375816549757,0.03134772328579056,1,0,1
Female,0,1,0,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,24.7,780.2,0,25-48,6.660831199002524,3.246490991901174,0.03161802355350742,2,0,0
Female,1,0,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.45,1145.7,1,13-24,7.044643531044259,4.323470185213858,0.06492543821400541,2,0,0
Female,1,0,0,7,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),76.45,503.6,1,0-12,6.223766036206958,4.349632566862877,0.15150614347998415,2,0,1
Female,0,1,1,15,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,1559.25,0,13-24,7.352601343814152,4.666735541646246,0.06752123057202371,6,2,1
Male,0,1,0,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.55,1252.0,0,49-72,7.133295954896068,3.070375816549757,0.016400638467677576,1,0,1
Female,0,0,0,1,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),29.95,29.95,1,0-12,3.432372999130605,3.432372999130605,0.9676898222940226,1,0,1
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.3,45.3,0,0-12,3.835141961092188,3.835141961092188,0.978401727861771,1,0,0
Male,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),84.5,662.65,1,0-12,6.497754902072211,4.448516375942715,0.12732615083251714,3,1,1
Male,0,1,1,33,1,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),74.75,2453.3,0,25-48,7.805596867187762,4.327438444389479,0.030456749378641564,5,2,1
Female,0,0,0,13,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,79.25,1111.65,1,13-24,7.014499836412125,4.385146762010125,0.07122635150316811,3,0,0
Female,0,1,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.8,24.8,1,0-12,3.250374491927572,3.250374491927572,0.9612403100775194,0,0,0
Male,0,0,0,20,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,51.8,1023.85,0,13-24,6.932301539400137,3.966511190712216,0.050543982046153096,2,0,0
Male,0,0,0,3,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,30.4,82.15,0,0-12,4.420646205638937,3.4468078929142076,0.36560432952495486,1,0,0
Female,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.65,244.8,0,13-24,5.504518197131935,3.027715319407042,0.07994304312449145,1,0,0
Female,0,1,0,40,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),56.6,2379.1,0,25-48,7.774897782589561,4.053522567701846,0.023780513423805723,3,0,1
Male,0,1,1,43,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Credit card (automatic),71.9,3173.35,0,25-48,8.06285816595844,4.289088639014612,0.022650306361932368,5,1,1
Male,0,1,0,6,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,91.0,531.0,1,0-12,6.2766434893416445,4.5217885770490405,0.17105263157894737,4,1,0
Female,0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1375.4,0,49-72,7.227226673923325,3.0325462466767075,0.014349026445800639,1,0,1
Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),109.7,8129.3,0,49-72,9.003353102230058,4.706823839714591,0.013492737045373479,7,2,1
Male,0,1,1,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.3,1192.7,0,49-72,7.084813006100993,3.0106208860477417,0.01616821646979978,1,0,1
Female,0,1,0,20,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,96.55,1901.65,0,13-24,7.551002930254652,4.5803650670691205,0.050745013533755545,5,1,0
Male,0,1,1,24,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.1,587.4,0,13-24,6.377406988727283,3.2228678461377385,0.04095853161114888,2,0,1
Male,0,0,0,59,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.35,6519.75,0,49-72,8.782744678980025,4.721618998631338,0.017076256565579113,7,2,0
Male,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),112.25,8041.65,0,49-72,8.992513909856259,4.7295977643631435,0.013956842582979492,7,2,1
Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,20.75,0,0-12,3.079613757534693,3.079613757534693,0.9540229885057471,1,0,0
Female,0,1,0,27,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,1,Credit card (automatic),101.9,2681.15,0,25-48,7.8943739906893216,4.633757642840004,0.03799190947560726,5,2,1
Female,0,0,0,14,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),80.05,1112.3,0,13-24,7.015083856734662,4.395066248181685,0.07190335039971257,3,0,1
Male,0,1,1,71,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Electronic check,105.55,7405.5,0,49-72,8.910113272022107,4.668614358544626,0.014250995746979005,6,2,0
Male,0,0,1,13,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),78.3,1033.95,0,13-24,6.9421083953538,4.373238128640803,0.07565582878399922,2,1,1
Male,0,0,0,44,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),68.85,2958.95,0,25-48,7.992927655283545,4.246350085702971,0.023260528049460296,1,0,1
Female,0,0,0,33,1,No,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),79.95,2684.85,0,25-48,7.895752530400927,4.393831680123644,0.02976711283206434,3,0,1
Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),55.45,4179.2,0,49-72,8.338114371264128,4.033355290595671,0.0132649155542797,5,1,1
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,79.9,79.9,1,0-12,4.393213824064446,4.393213824064446,0.9876390605686032,2,1,0
Female,0,0,0,19,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.6,1934.45,1,13-24,7.568095136565964,4.678420647727684,0.05507763052520085,6,2,0
Male,0,1,0,64,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),102.45,6654.1,0,49-72,8.803138757012336,4.639088404191552,0.015394208952532644,6,2,1
Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),46.0,84.5,1,0-12,4.448516375942715,3.8501476017100584,0.5380116959064327,1,0,1
Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.25,25.25,0,0-12,3.2676659890376327,3.2676659890376327,0.9619047619047619,0,0,0
Male,0,0,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,1124.2,0,49-72,7.025716076615701,3.0325462466767075,0.01755243512264486,1,0,0
Female,0,1,1,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.0,540.05,0,25-48,6.293511696017657,3.044522437723423,0.03696516033638296,1,0,0
Male,1,1,0,23,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.8,1975.85,0,13-24,7.589259947758008,4.475061500641071,0.04390823785315021,3,1,0
Female,0,1,0,57,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),58.75,3437.45,0,49-72,8.142776067429795,4.09016919081162,0.017086187090113277,5,2,1
Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),45.25,3139.8,0,49-72,8.052232823522196,3.834061463958434,0.014407157412124299,4,0,1
Male,0,1,0,66,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),56.6,3789.2,0,49-72,8.24017406713271,4.053522567701846,0.014933248905070974,5,1,1
Male,0,1,1,65,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.2,5324.5,0,49-72,8.580261882883221,4.44500143383527,0.015810721997934468,7,2,1
Female,0,0,0,8,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),80.0,624.6,0,0-12,6.4387111892311015,4.394449154672439,0.1278772378516624,2,1,1
Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,268.35,1,0-12,5.596011649126543,4.264790324535862,0.2604418043437906,1,0,0
Female,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.75,1836.9,0,49-72,7.516378894471428,3.248434627109745,0.013466456281625768,2,0,1
Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.2,20.2,0,0-12,3.054001181677967,3.054001181677967,0.9528301886792453,1,0,0
Male,0,1,0,4,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,50.05,179.35,1,0-12,5.194899407349548,3.9328055446106744,0.2775159412253951,2,0,0
Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.35,219.35,0,0-12,5.395217191287996,3.013080911888604,0.08781484002722942,1,0,1
Male,0,0,0,24,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,1,Mailed check,50.6,1288.75,0,13-24,7.162203680124759,3.9435216724875173,0.039232409381663114,3,2,0
Female,0,1,1,31,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,81.15,2545.75,0,25-48,7.842573315470176,4.408546844483277,0.03186414057131639,6,2,0
Female,0,1,0,1,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,55.2,55.2,1,0-12,4.028916756899646,4.028916756899646,0.9822064056939501,2,1,0
Male,0,0,0,30,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),89.9,2723.15,0,25-48,7.909911731832617,4.509760001183433,0.03300111961529285,4,1,1
Female,0,1,1,47,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.3,4107.25,0,25-48,8.3207524260614,4.457829598089382,0.0207630986429745,7,2,1
Male,0,0,0,54,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.0,5760.65,0,49-72,8.658979171001915,4.6913478822291435,0.01874463044440395,7,2,1
Male,0,0,0,50,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),93.5,4747.5,0,49-72,8.465584057683007,4.548599834499697,0.019690428556386228,5,1,1
Male,0,0,0,1,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,84.6,84.6,1,0-12,4.449685283147696,4.449685283147696,0.9883177570093458,3,1,0
Female,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.25,1566.9,0,49-72,7.357492423366405,3.056356895370426,0.012915364500287007,1,0,1
Female,0,0,0,29,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,25.15,702.0,0,25-48,6.555356891810665,3.263849190510932,0.03577524893314367,2,0,0
Male,0,0,0,2,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,54.4,114.1,1,0-12,4.745801315727837,4.014579593753238,0.47263249348392705,3,0,0
Female,0,0,0,10,0,No phone service,DSL,No,No,No,Yes,No,No,Two year,1,Mailed check,29.6,299.05,0,0-12,5.703949127435522,3.4210000089583352,0.09865022496250625,1,0,0
Male,0,1,0,18,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.15,1305.95,0,13-24,7.175451457345406,4.306090068583941,0.055970006503691806,2,0,0
Female,1,0,0,11,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.0,1120.3,1,0-12,7.022244005466835,4.564348191467836,0.08472308927138143,4,2,0
